"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"French Polynesia","PYF","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","17973917.973918","27476919.4816719","33467295.4748611","35159531.1658574","37385839.9925677","46461127.4184092","65479583.1524491","88533951.9869079","98349803.5565901","123043233.662555","155100137.182106","191905677.444638","267754266.527736","425873828.215722","623165511.050394","649222603.480185","796396798.103082","790572759.474774","751527171.27984","797817527.670305","949348425.941453","1021465600.79774","835680913.977718","894893996.487768","951656730.488253","960456408.758375","970357378.157556","1033371569.50402","969736759.866967","847608959.055838","785283583.264587","836347157.89561","1058941104.27954","1309747373.90224","1163240666.01707","1317979132.96589","1573356705.36341","2952140909.90699","3414203143.25845","4552171023.79922","5394808697.55764","9749045779.16128","9996578270.42285","18803758629.7153","31181696694.2296","16809492258.2283","33185072570.629","42082172851.1059","43215461579.1448","37257528892.3993","31887348954.8206",
"Romania","ROU","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","470558595.99404","696928015.99464","903723302.59189","932008716.48745","760585060.6","1132422000","2334697224.69941","2511224000","1830923002.79957","2073349304.68468","1906207981.49983","1859571165.09627","1447486000","1851399082.8","2062340773.2","1374492621","2730584452","1374053812.8","1489442746.2","1594700250","1921318132.82","3092362957.4679","2624348247.10682","3143305792.05792","4679435834.18725","3795239431.58468","2490772917.38002","3395672576.9444","4857637362.05208","7285846575.04752","9449445049.30317","16095478769.3725","21601177536.6594","30206004058.2444","39974195969.573","39768375717.3782","44383053416.2914","48047827694.7782","48044370163.926","46711176520.5859","48827640866.4168","43186336194.6859","38700983235.8753","39953477654.3698",
"Russian Federation","RUS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9817681558.33","7206227235.2223","18023641116.0492","16257617339.0512","17624090187.6368","12042972913.1196","12325102376.1846","27656266699.0233","36302524270.0954","48325637160.4461","78409347970.28","126257956302.295","182272104531.917","303773185537.126","478822286567.849","426278774010.499","439341751137.787","479222291459.012","497410247572.556","537816373774.557","509692081493.02","386216377124.801","368042945901.372","377052191856.084",
"Rwanda","RWA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","4149999.99987","3689999.99987","5130000","6690000","5780000","3010000","7699999.9995","5778564.9985","6373426.89961","15181430.49757","13107759.908937","24916034.7537162","62103132.9608329","84078999.6","94967153.15638","165104967.812167","196075611.699836","167713333.455911","119120712.129514","110890225.394178","106855022.470487","113326820.116815","162303455.663626","164190087.544344","118334033.368661","70373030.8205102","44348810.6945839","110120397.829059","78719393.1599098","47457606.6181786","51249271.1376562","99096606.7899529","106744758.157368","153343597.840533","168751219.507432","174181719.176475","190641892.594527","212109514.592245","243728508.641218","214698548.036277","314640099.058138","405756170.153728","439670085.263194","552791214.568298","596280757.827016","742737287.238938","812754516.991854","1050038983.52739","847796983.506906","1070497571.61245","1065966506.51205","1029818010.29292","",
"South Asia","SAS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","185058399.985726","238033549.98624","267921029.984021","513943319.984021","585032479.984021","726260319.979914","747859489.975529","761879199.975529","684959999.9741","607179999.9741","669557999.9741","1462013464.9665","2583652684.9665","4093816224.9665","14727449810.9047","23625315700.2298","27314906125.1942","30410987953.6","20225539056.9043","21611586189.4613","26128869368.1912","34051209541.5591","31649062332.5954","29040700546.1105","26165376464.3954","26506780883.9645","20120402793.7","24909267579.8","22438243829","18590541065.6","13437138407","13298432865.2","7466613250","9223546274.2","9138920934.50985","10399130293.3907","16017719884.4657","16210180706.589","15542906694.6878","18330918845.3899","20846857292.1032","18866525794.7406","22185722223.549","24537673107.1839","29303898152.6283","157386685887.442","228956883077.038","309287348786.315","451278978158.541","420983691698.218","459313156024.317","556570991484.125","673739617131.103","737796506890.133","744440558276.383","626989681473.235","547260618083.736",
"Sudan","SDN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","166600000","152700000","145699999.9986","101189999.99861","71100000","59700000","57200000","54700000","47700000","36400000","21739999.99986","27900000","35587407.69513","61330486.98638","124272498.97846","36369231.19268","23600000","23148588.4","28355823.69397","67399646.58998","48725508.19998","16970340.39951","20500000","16562816.99994","17200000","12200000","58512231.9","11714186.6","12113457","15913141.6","11414226.6","7614304.3","27518806.6000001","37430695.76","78155912.5477499","163360977.87584","106782702.97536","81584278.5498998","90623304.6722846","188738166.76005","137814239.273677","49736273.1594531","248935516.02064","529445721.832683","1337996807.73002","1868587866.07465","1659926271.5904","1377921603.33546","1399041059.56032","1094176603.24019","1036243574.80728","192529863.43701","192632628.50832","192957045.82","181457791.99933","173516418.51822","",
"Senegal","SEN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","78100000","50600000","38699999.9975","37999999.9975","46199999.9975","37199999.9975","15999999.9975","6199999.9975","22049999.99555","24635294.7970977","38492724.0188489","12061713.8238922","6319976.00810361","31126042.0278811","25220167.8806793","36073119.1393076","23765454.3090471","33997578.9421673","25164593.3977841","20191778.1646624","24671948.9195318","23270183.926575","12628603.055153","14533684.5956876","20715062.3857152","23241131.724834","22360225.9500194","30639579.9454633","22124306.8776954","23470760.9413295","22036909.9371891","14743770.4023934","190728398.444809","271792265.615611","288300179.722186","386193414.756691","430807742.421019","403014313.198222","387557896.025695","","","","","","","","","","","","","","","","",
"Singapore","SGP","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","115000000","123000000","165000000","433200000","431000000","430100000","394299999.9925","495599999.9925","712419999.99248","826729999.99247","1012039999.99246","1452297102.9907","1748418817.19068","2285755245.49067","2811935428.99066","3006633964.39066","3363763110.49065","3857669685.6","5302666548.9869","5818480847.66631","6566784862.14058","7549238882.70907","8479774180.8829","9264229459.37179","10415963107.8","12846550340.2534","12938977694.4","15227011198","17072513416","20371047944.8","27789982704.4","34186648497.7","39941405000","48416241815.84","58295759331.8374","68816104042.758","76963972699.25","71390079302.4305","75077195459.5862","77047139787.6879","81084979733.3385","76599880649.697","83413378877.0453","97742808380.2823","114161300000.195","118061329890.808","138652616863.454","166160593693.453","177543472657.342","192046028569.474","231259737737.249","243798278361.044","265910197870.161","277797712875.28","261582784388.068","251875781738.768","251058290845.71",
"Solomon Islands","SLB","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","2870620.99998474","29185883.9997483","36957072.2991836","29604567.7981513","21589420.79877","37229918.59874","47329533.99788","44703982.2","35605977.59872","29571742","36748875.4","39619764","26162212.8","17599674.8","8542562.3","23497500","20068808.52","17418040.14115","15905276.2277","32583564.53544","36339714.8775","49034709.54317","51143525.98805","32044870.45902","18070277.4627258","18687272.7806696","37005791.4814919","79812573.1396114","94825568.696052","104075012.459707","120530169.373745","88829534.80358","145987702.36616","265834936.38134","412272193.572337","498913805.347382","520474145.063148","495902625.3202","519562124.63126","",
"Sierra Leone","SLE","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","27200000","27800000","31800000","32500000","20443999.998656","22639999.99866","19999999.9992","15900000","27500000","35400000","39359999.99464","38407394.19198","46451954.38936","51775246.48941","54623870.49557","28412400.39606","25204161.89707","33400594","34786613.79978","46700000","30600000","15950193.59884","8429492.79952","16204694.9999","7749010.5","10821968.39998","13654725.1","6328373.2","7426914","3726283.2","5428453.2","9628608.6","18925000","28965197.84","40639728.37035","34618099.62642","26591810.95564","38464882.3465","43857079.37996","39474546.92209","49207283.21162","51311629.3442","84690088.78448","66617186.42418","125104334.90745","170505608.38754","183927179.5496","216555216.53375","220167669.67734","404964445.0825","408971188.95975","439131439.12828","477987080.002","532538105.86","600785081.236538","620490248.39546","",
"El Salvador","SLV","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","33573599.999144","24551105","26364136.9966809","44455719.994491","53500663.9944903","56514895.9944842","56991178.9994859","54871039.9994923","65447489.9994929","63874719.9995064","63874516.9994959","67645896.79782","95388975.39626","95802277.99622","168141735.99644","175110730.59609","250830249.89597","293868919.8","381320500.18362","402733260.9783","381705150","276930425.19988","344119833.697814","339013744.9999","310473964.199531","333072336.79996","353110280","413282279.8","354102757","454062341.6","595456226.6","453109120","578474650","719512205.148","829222307.0204","939803052.65","1110180529.9822","1444072819.51225","1748115141.26881","1955987436.27231","1901335129.41217","1723445190.25289","1633634903.12144","1986451860.88252","1935975218.36935","1851759864.3066","1970971510.0152","2302871134.8285","2644386469.24487","3120881749.99748","2895829461.88554","2508333195.87644","3192804737.82676","2756944313.42","2693300047.06251","2786587400.41499","3238334057.50692",
"San Marino","SMR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119862151.067515","176306364.666442","198546118.560897","215015656.128969","182944573.536206","170672607.741824","144125704.210508","135161381.8625","133507953.536101","183406176.622142","251288101.71557","355577105.052131","347766229.261644","479133223.82","647805162.920937","706795235.729838","790274018.125256","449161541.3001","341859676.572202","384950974.50076","539289275.269752","392044453.61038","","",
"Somalia","SOM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","292509859.019081","516829680.038441","1168229585.41516","2278353130.33272","3550297750.34575","4245122897.76584","5842349590.17647","11888907209.2622","14214276005.5598","11477985606.3297","15227935662.0695","13307506849.3617","15583042926.9727","14402950164.0255","15431775105.3117","12051957206.1255","11344953312.6485","10748918311.1422",
"Sub-Saharan Africa (excluding high income)","SSA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1388062335.44","1282090271.96616","947810545.32","416809200.65698","229880517.13121","68159814.9817044",
"Sub-Saharan Africa","SSF","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5137291.03204318","5030364.72347913","12426781.3457718","9682286.74095649","10877242.6431015","11639663.8164507","15481933.6226257","17352535.2373313","25470019.9987798","19503428.3289979","26702731.0995117","34181487.3855164","39331621.0658278","61292170.2260419","66659120.0442519","48170331.137938","52305024.3443414","51629944.1554178","63824495.8337455","63425762.4398582","72606146.6679395","",
"Suriname","SUR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","17501597.906638","16262115.6300738","15778756.3615457","17869541.5786435","19967877.2161833","24676877.2161833","27048178.9667188","27143651.6946133","31456378.0115873","32474000.1444307","37078136.8010771","43893664.6679634","53655594.0167505","73004545.3405565","95075139.9199446","112107456.427733","130107634.607038","118372274.422493","144644770.973878","197214063.373435","221129270.713737","228584561.555113","200464896.366263","79778767.6174184","41541766.7953484","41103146.7324758","42029393.9667947","41275925.2013439","34745300.689633","30931083.6722555","41887843.425981","20221809.4426672","35321332.0044368","38828127.9671715","60427797.5479447","169081005.28273","145619456.934864","164989201.353201","143048034.175229","109790257.235499","133306172.966115","192538820.169946","113194007.098651","114370364.859593","138383073.601509","141874050.393565","237360991.087793","403278675.811219","602541477.162216","657026610.794111","690815201.272396","816878553.360992","1008868445.01255","778764950.573568","625144603.870791","330244623.100679","381050583.886846",
"Slovak Republic","SVK","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","919587371.34","2185568838.7469","3862773675.52415","3895192648.21816","3604685659.313","3240043066.50169","3745098698.32532","4376328678.22753","4453132136.38418","9195618256.49632","12149157811.5106","14911965834.7459","15479863363.0098","13364307417.3484","18973379156.627","18836137106.2256","1803646824.05072","2155731814.55019","2417987710.5328","2519014815.5296","2152916793","2620754377.66765","2892029181.20129","2879889004.405",
"Slovenia","SVN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112252402.588776","715649933.71807","787924762.012135","1499101326.34265","1820915560.57199","2297475329.74018","3314759605.79342","3638608388.79377","3168097480.47366","3196099288.91726","4397212845.18054","7063482326.35198","8598243613.7489","8899759253.24535","8159730204.78053","7139432937.77921","1065303829.9525","957648198.48293","1078161476.38743","1070759590.61387","986894540.56625","951915203.75688","922155566","1016370503.96263","856213722.29871","742059677.94849",
"Sweden","SWE","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","530439199.957613","735316449.93746","801886969.947289","757918679.942309","965187999.90706","972237519.851669","1028421999.82888","841824518.639735","859632541.665312","696993134.588013","774815766.705165","1144685853.00073","1733082320.84778","2934153966.68574","2566836996.50558","3650634870.05957","3035642084.16963","4392815434.42501","5479527387.79786","6621021661.71125","6995885898.88997","6013377406.07496","6285249790.00507","6348957170.55273","5715950469.68751","7777878674.48816","8922758034.72355","11112081320.1634","10981553870.9633","11992847885.5632","20324330090.3143","20477291989.6208","24646787734.7405","21420634800.723","25579505594.4808","25869768686.172","20843374470.724","12195505509.8347","15457243457.0006","16749334669.6884","16498730163.5586","15625206453.3722","19170719819.5651","22168538187.3762","24768807989.1645","24867580576.6139","28017218814.5915","31033036504.7874","29727344302.5004","47255414254.5953","48246134946.5014","50213905874.5147","52245310987.8558","65363362010.6772","62579183852.2533","58098543091.0899","59361638492.3232",
"Swaziland","SWZ","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","13472680.99874","45611559.59794","73385780.19706","94706217.7","113608490.39624","113704916.9951","158744492.79392","96362391.9898","76124518.89501","92498831.49683","80100444.2","83418808.39798","96446641.3","127160621.2","140008668","180614469.6","216466836.6","171931828.1","309055000","264288586.36","296970666.49285","298195506.28385","253999573.5992","294839199.11225","358611506.29441","375930149.35364","351794160.23197","271776572.14248","275844448.1736","277512199.69923","323561640.55253","243897196.64772","372529339.1884","774192979.49475","751935738.54582","958869292.712306","756343903.01066","600507641.65197","740960098.94788","762540983.76","690755706.19984","547997232.10344","564376918.3198",
"Sint Maarten (Dutch part)","SXM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","4270000","5040000","6340000","6490000","11511471","9260278.9999","12147892.19966","18439442.69953","13800015.59939","13071865.9994","9972347.49995","5399604.2","8500984.19999","7748927.6","13712559.8","8707285","12114849.6","16638359.6","27650738.7","31257750","35650572.08","30154869.6958","27095254.2474","21760025.49884","26323861.83525","21589896.53005","30345524.67633","43752074.06697","37133887.92384","69794569.4008","67387801.99877","34591085.97712","56244154.31437","112923278.3724","40768609.42375","63833877.5220538","190546673.520415","255584666.362195","279115104.460011","308093542.017659","425902444.408477","465010247.078457","536145670.937474","523503771.605002",
"Syrian Arab Republic","SYR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","28330799.999457","21086450","33043009.999457","22048439.999457","33070159.999457","45070159.999457","53108169.999457","74113599.999457","72599999.99912","59159999.9992","56895999.9992","92904000","157219411.59604","468474926.99198","613249387.49175","812561580.38556","399706214.08073","617512152.7","565089712.09401","1007330306.58798","827582420.78312","622538386.37816","578680584.587307","369971251.49123","524999210.899167","355444607.59722","469864338","626283673.2","534765164","","","","","","","","","","","","","","","","","17774179429.3642","16996900462.2405","17707471741.0407","17783782599.4008","18300334643.4855","20631905972.6199","","","","","","",
"Turks and Caicos Islands","TCA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","12240000","7690000","10300000","11260000","14902999.999347","13622999.999347","7372999.999227","982999.999097","1022999.998977","1274999.998725","2308557.60916868","11224223.1798028","10074960.6204868","1470532.36889593","15267029.5433199","3058691.25313252","23274480.3779918","19707111.6972018","13711260.2700669","17103543.7215195","11772878.8248583","11846236.6747821","17614008.1686852","32348538.9370379","47584282.8168141","37090020.150115","20248610.1901627","57481189.6786517","67636545.3641683","116184025.445068","132064063.895979","123724750.442171","84189960.4302989","43281878.938742","80278306.2471","146818546.64286","168587620.8926","139051267.895758","123289617.578398","98247717.0519914","113752750.903147","125450913.533748","222510577.743135","191745202.550797","226603536.194151","231282857.617821","632157876.268482","964338637.61096","1355146208.53353","616701390.539264","632405276.994844","951097173.132021","1155659286.92672","1183031946.25935","1075906129.43398","368916822.046986","8184286.57982067",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","10200000","10100000","11519999.99888","17519999.99888","18619999.99888","22319999.99888","25519999.99888","26319999.99888","35349999.99605","40518487.1436775","36466499.981569","37924737.8824043","54455531.2352735","41191532.1202207","66624424.3177267","47185453.4077275","72160019.8576974","71862007.3064835","84935482.5201268","156479133.170756","173368193.964785","177613622.774581","207136580.896902","300708521.833585","346841920.760419","368971230.022472","237230388.550586","290292676.966414","358013290.861845","369300540.308108","276658653.466358","161211781.786634","99204581.9754737","130394605.072394","88496836.4350877","118610740.418129","117745070.387118","122053050.968132","140857366.721437","","","","","","","","","","","","","","","","",
"Thailand","THA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","373373599.985769","454901549.98874","523663389.985763","576683159.985773","660812239.985763","739800719.978234","923957799.97362","1008983999.97362","1038537999.97362","984983999.97362","911040539.964138","890056280.55214","1115223448.33796","1469494890.43797","2194580780.43697","2006995112.93695","2112848046.83757","2208114442.9","2556904158.17342","3099793423.06293","3026261878.09359","2720399409.94775","2673865528.57525","2555856299.956","2687314849.89751","3003322426.16989","3776532389.1","5205711125","7112347343","10508203374.4","14258318754.6","18392698395.6","21183084250","25439321247.78","30280317330.3391","36938831580.2664","38644719063.1268","26897418104.2935","29537082787.6116","34780925961.8121","32665494377.7473","33040506130.6163","38903305763.7021","42161780743.9078","49846609037.4508","52075784868.9473","67007804987.3444","87472466932.627","111009215066.116","138419118416.752","172027929603.643","174891027447.596","181481264213.507","167230224743.48","157162747543.287","156459955558.869","171772071857.287",
"Tajikistan","TJK","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38865831.82261","55881653.06899","57433086.92579","94280845.00003","94282906.52659","89508805.64512","117567949.93699","172081997.12203","188914234.82362","203823192.7532","85217540.24025","163514359.30048","254940274.09447","403106502.69506","518942426.61269","630690458.94096","661311930.52","512645378.02219","493391420.19878","644763395.3964",
"Turkmenistan","TKM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43468355.21","61303449.37","182433882.01","153299848.27","83755117.64","230271660.44","210423736.88","249928526.73252","406188347.33535","461610913.26507","883551411.63844","686998209.29","311471103.17786","437752176.49972","280953707.08367",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","9001000","10116000","12560000","13753000","13981000","15561000","20953000","26017000","27509830.79926","22481856.3","28880741.4","30509474","24851177.6","31338620.6","32282036.4","31769000","37060902.8","35538625.31705","28709996.55378","30615946.42588","27493102.572","28656383.64099","24490339.94949","24642272.12531","23759782.88787","25120524.68758","39771012.18343","55262361.90047","46864171.91799","47972469.74","65238725.6225","69753903.77095","95702569.24499","104527409.18214","143294547.10233","152403990.1895","155520945.053705","158784858.205562","156107663.729391","176497300.005156",
"South Asia (IDA & IBRD)","TSA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","23600000","26300000","23300000","24500000","29939999.99946","28539999.99946","29689999.99821","30299999.9982","49409999.99819","44719999.99718","43019999.99288","69382797.9862","58258797.68613","47013338.99286","390326809.9874","750953238.17373","1013547453.86467","1486150519.6","1813944637.15332","2167600356.83107","2812571803.80121","3368927907.47044","3105154169.62977","2125105077.78696","1373306857.39995","1146123502.76785","495211434.7","213910343.2","149225932","268155320.8","512775401.4","357676076.4","190205925","228176389.5809","373083170.27395","379080862.85284","563761634.89312","723242005.09742","800041441.19774","962755102.7209","1402802249.48802","1923855117.20547","2048593710.07072","2476582234.4876","3195022093.0511","4992258140.79359","6624623911.152","6744813532.78375","9495943629.57422","9244817521.9538","9692265703.88319","10500563638.4528","9897184233.39424","10674858420.26","11971240516.5882","10380916573.0864","9994159976.93719",
"Tunisia","TUN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","84451418.3999143","73314576.45","58506805.0099029","61707999.9999","32112337.8398971","36013013.5198914","27920613.4898914","40123433.5998829","36227999.99988","36924566.3998771","59897932.1798743","148480972.728","226181341.38615","316200681.73038","436959372.97948","398032765.27977","383275559.87802","375924059.9","479213954.07981","666557300.17406","700155130.86901","610305950.563011","691731919.164158","638499659.465926","463854174.299813","293749095.37313","378244419.5","615850770.8","975873233.5","1036736123.6","866664131.6","866047296.4","923750971","937958413.73651","1544397774.15105","1689070753.80805","1977688473.92204","2041032919.60062","1912569283.05527","2324618218.71536","1871427115.27042","2049572905.46314","2364943975.26682","3036243866.99876","4031139122.62723","4548431968.34529","6911623340.8048","8032361951.55975","9038905608.85857","11294387543.6948","9764263623.48226","7785306752.37693","8717830233.46456","7550027745.72","7498011535.46661","7559201856.66878","6137077537.72687",
"Turkey","TUR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","205127599.996429","195570000","190279999.996","178272879.996714","142339679.997086","141387679.996686","131543659.997086","119539199.997229","142104899.997229","245673599.996657","439755729.996231","781035819.995","1493838186.83361","2386717183.43379","2227398008.09703","1444445678.80529","1471465321.54997","1237511839.56708","1630117684.68529","2586031058.75685","3298027746.07359","2425976886.24654","2802367063.63871","2728450650.30656","2442157941.16923","2317544699.07297","2912506885.61226","3630665116.85907","3912434533.79793","6298197195.18201","7626099903.89153","6616201184.12466","7507926702.5817","7846358606.39086","8633212584.46883","13890900576.7298","17819437214.5468","19746043454.758","20567605577.12","24432663721.0622","23514529802.6278","19911331871.3738","28348029784.0732","35548509247.8391","37304121644.4871","52493942489.6113","63264840946.3625","76496127756.794","73674684869.5184","74933099385.9141","85959456530.5069","87937258383.412","119182966094.83","131053848307.023","127421926598.114","110489627489.474","105945857676.196",
"Tuvalu","TUV","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","61299999.996","61709999.99599","77539999.99576","80259999.99564","64969999.99123","60253086.18678","119587370.18638","144616521.48291","50232420.99834","65446258.99885","112267241.49495","281826670.2","99860046.89389","68041217.19716","20300000","18827919.998","4822062.19998","19415164.49989","26868614.7","16000000","61089978.3","31799306.2","77713457","54213141.6","192800000","203908582.58","327336250","203345214.92","332066167.2422","270203521.98318","440087024.23976","622065435.058","599159038.56716","775460960.35346","974237761.39109","1156620153.85839","1528839200.98576","2038411248.52003","2295701493.5743","2048775565.05598","2259345767.27154","2886381432.48978","2862895997.5178","3470413140.84377","3904675773.29947","3726159098.85875","4052224356.12817","4673729944.31428","4390430958.69201","4072926361.39466","",
"Uganda","UGA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","40909999.99599","34929999.99597","49029999.99597","52269999.99553","56649999.98815","26922815.9904","35952512.78632","29113343.98656","16758480.49497","31022698.79682","44534028.69911","47205459.5","52699976.28603","22839225.39162","3000000","30003016.79742","78324358.18638","106496110.49561","67907172.8","27288406.79646","29205628.8","54600000","49300000","14100000","43986088.2","58913400.3","94420000","146356315.96","321367629.5202","458850280.11835","528370208.9198","633473682.2615","725384336.08608","763115696.12698","808042394.70403","983357419.29194","934009568.99744","1080256629.45418","1308101596.64759","1344201160.19173","1810879485.45158","2559789964.12998","2300539404.91184","2994459389.91251","2706004330.28305","2617451057.17225","3167158075.70517","3337539479.60277","3316364056.74889","2908876745.83664","",
"Ukraine","UKR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","468913725","166106210.485","664538989.36455","1068754668.72125","1971656175.7424","2358910820.02225","792955261.1225","1093527709.30526","1477202750.50546","3088921744.93369","4462353793.07232","6946076990.53714","9718436097.74763","19388177693.9501","22359564311.5204","32483841816.057","31543343239.028","26500887320.8064","34571298903.5537","31788750955.4272","24552796497.3454","20413622007.58","7538804525.29179","13300880761.4398","15537252765.3152",
"Upper middle income","UMC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
